,fico,term,pti,ltv,age
92,833.8339,3.7791538,0.11322663,0.92893267,37.531605
93,528.57056,6.7506547,0.21033505,1.1583061,34.063145
94,564.6308,6.941861,0.030363996,1.2116842,43.898434
95,784.578,6.1549797,0.20681795,1.2269691,53.606125
96,504.7022,3.8008795,0.05091713,1.0358466,44.845215
97,603.10626,5.7799244,0.06347169,1.2480648,39.66777
98,648.5074,6.141473,0.0812091,1.3842924,40.113724
99,638.4741,7.212849,0.07537922,0.99524176,37.71782
100,626.5776,5.317643,0.102143005,0.9162175,50.59844
101,551.9798,6.014732,0.18131498,1.230179,42.760746
102,520.1397,7.130823,0.043111403,1.2775595,39.55944
103,520.70483,7.1308417,0.075813964,1.4643887,41.61396
104,671.9362,7.267164,0.11780957,1.0802374,55.671192
105,790.95667,3.5830283,0.16577494,0.8599956,39.595284
106,601.30664,5.5879736,0.20147203,1.186766,40.38259
107,665.9359,5.911611,0.12887315,0.73417467,50.02179
108,538.3483,6.02043,0.12269857,1.2817839,39.359478
109,621.5896,6.715348,0.0807014,0.97203183,39.25988
110,738.8299,7.0474143,0.12552753,0.79286087,46.578476
111,440.6682,6.8538556,0.17888343,1.3228357,34.273384
112,768.1272,6.2519436,0.114965394,1.3430157,46.432056
113,660.80835,5.8670263,0.11277237,1.0584532,42.383053
114,620.96765,6.9988294,0.13036102,0.69738406,50.530903
115,570.1543,4.9160295,0.070640296,1.1704965,36.775993
116,680.3717,4.764918,0.089305826,0.7432052,48.822243
117,604.09607,6.055795,0.13480033,1.046084,41.65042
118,491.04868,5.1040926,0.095094495,1.0696629,50.544827
119,575.21857,8.023659,0.06750749,1.1403865,42.69228
120,699.2521,6.3408866,0.04094359,1.265565,39.742622
121,599.2137,6.726908,0.1386797,0.8719295,36.544342
122,646.5459,7.2930346,0.05104114,0.9153788,42.515736
123,692.09564,5.801395,0.120761424,0.81570166,40.659836
124,612.13446,6.8758097,0.14374493,1.2572898,56.281254
125,701.6985,5.8109646,0.12893666,0.82563025,47.872257
126,519.8377,4.321636,0.13728225,1.0664191,30.118305
127,502.51044,6.3510222,0.061953712,1.1822524,46.58649
128,620.2536,6.0421457,0.10113788,1.0960149,36.519924
129,641.0458,5.9762363,0.0841125,1.1307161,36.20346
130,595.76776,6.6983676,0.11214905,1.0349083,28.296007
131,639.353,2.8698957,0.07705388,1.0862731,41.2637
132,538.7752,5.0314875,0.1065998,1.1316516,59.397434
133,646.5954,5.3791633,0.08246604,0.9634672,46.9193
134,419.3027,5.024229,0.05166115,0.827594,40.73491
135,684.44183,7.5966487,0.13256371,1.346959,43.85659
136,634.51404,5.4371214,0.14157969,0.923626,48.52013
137,771.65094,5.301091,0.095856175,0.92362624,42.64482
138,665.50507,7.221775,0.065329015,0.80564535,40.478516
139,514.38715,5.1635227,0.1511117,0.97876614,29.555582
140,657.7842,7.320901,0.08656812,0.84534895,39.730644
141,680.9683,7.355995,0.083345376,1.1893748,47.355507
142,535.95,6.1259327,0.18351364,1.1580993,34.67145
143,586.02814,6.770053,0.13827506,1.0481063,30.539583
144,704.39655,5.7916813,0.11623842,1.0064976,38.014347
145,630.6958,6.8328133,0.041680004,0.9722376,45.799435
146,680.24365,7.880408,0.11235449,0.98023653,26.868887
147,602.76733,7.2432323,0.121312484,1.2156656,48.184616
148,728.2413,6.2551394,0.009929868,1.2449784,35.546497
149,716.82135,5.5560656,0.10851913,0.9049823,47.92974
150,484.3434,6.710463,0.16526109,1.3013897,33.59235
151,604.6351,5.4806247,0.052919704,1.3155686,50.730225
152,656.26794,6.293747,0.16684441,1.2013539,33.47503
153,649.3567,6.6028438,0.1220455,1.038167,47.931812
154,561.5042,5.828151,0.040918473,0.91419923,52.762074
155,662.10126,6.6149087,0.118523404,0.8417581,33.652634
156,638.86646,6.196014,0.07487569,1.4088005,41.824802
157,561.87726,5.982013,0.132911,1.3901862,34.06301
158,651.983,5.4087443,0.04001223,1.0313414,45.150005
159,649.3116,5.4183755,0.123350784,1.2767935,36.244152
160,685.0588,6.635997,0.19922751,0.94146013,48.1079
161,611.45026,6.5749693,0.18822646,1.3277055,42.33247
162,774.5437,8.158997,0.081435874,1.2634729,49.584167
163,741.5116,5.237932,0.06992396,1.0493735,40.694714
164,664.94336,6.4145856,0.113759235,1.1809353,34.47553
165,779.8653,8.014867,0.16782986,1.2993652,48.55344
166,713.315,6.5745597,0.062641576,1.0540257,46.474865
167,690.3397,6.1022506,0.14831711,0.8065993,39.821445
168,692.36365,5.594183,0.11200263,0.8154415,43.679523
169,676.8533,6.23173,0.10082231,1.0488516,39.291985
170,714.8314,6.986378,0.11954525,0.94463617,31.443853
171,758.63965,4.528523,0.009153749,0.8626867,42.07538
172,584.6209,4.8367124,0.07501908,0.9502395,32.781494
173,672.1769,6.313974,0.08966638,0.949327,48.167755
174,646.876,5.4663634,0.12080702,1.1138498,35.97826
175,611.3143,7.0123587,0.16117288,1.2830516,34.843483
176,686.2857,6.1986346,0.05781699,0.9066504,47.624058
177,782.53613,6.9482746,0.039258946,1.1514052,48.70711
178,626.00665,6.5502377,0.017858852,0.77334505,49.576584
179,568.1811,5.954305,0.095552556,0.8442892,43.15762
180,546.69775,4.817362,0.19068925,0.7762576,34.19625
181,605.32623,7.042145,0.17170563,0.9046026,39.121807
182,562.5542,4.3845096,0.048418485,1.1581091,42.84916
183,544.6659,7.5891347,0.0852313,1.4541355,41.35443
184,737.5888,8.6275425,0.18480879,0.8140886,40.09806
185,364.75256,7.055298,0.14191945,1.0334592,42.338745
186,685.8355,7.4189277,0.19909194,1.5097895,59.284214
187,502.15875,7.9918914,0.11825005,1.1466657,28.666224
188,710.97876,5.7500086,0.14509098,1.1941391,37.090363
189,528.785,5.940909,0.10978541,0.7896095,41.91731
190,586.66876,4.513955,0.10063044,1.1517737,33.668976
191,496.65363,5.6942835,0.13371605,0.99471927,36.16072
192,728.17706,5.959594,0.10697674,1.051476,36.772293
193,681.0503,5.671749,0.0074431407,1.0197197,41.99332
194,624.1314,5.937719,-0.00048287655,1.078634,32.721634
195,506.93884,6.2540455,0.119570866,1.3173544,41.392075
196,518.07513,4.914902,0.11182505,0.9765526,37.956604
197,681.92926,4.835293,0.05266696,1.0697616,33.552387
198,589.4441,5.3703785,0.11727149,0.94995105,44.836136
199,654.74493,6.0211635,0.12712845,1.4259522,48.313465
200,642.2663,7.222178,0.11756323,0.90942067,55.058754
201,521.9095,5.588333,0.14753076,1.4241742,52.80186
202,636.7785,3.8342905,0.0159006,0.9289338,54.811344
203,671.9411,5.44135,0.11245906,1.2191843,39.081776
204,451.94516,5.4663076,0.08588831,1.0506365,40.65225
205,682.4965,5.7226453,0.14041041,0.8980474,35.41305
206,638.7151,4.975653,0.12742719,0.97912365,33.77671
207,692.7337,5.802839,0.095862515,0.9663657,34.923046
208,512.5191,5.624446,0.13827133,1.0859203,38.547874
209,497.57834,7.6215243,0.09900968,0.78795105,52.883247
210,502.94833,7.0321817,0.13090877,0.52827054,43.968403
211,605.9848,6.576896,0.04096504,1.3435793,58.908035
212,529.8531,6.181691,0.17029952,0.9342467,41.536854
213,690.4264,6.087249,0.083245195,1.1790757,47.17082
214,624.2145,7.103112,0.14921401,0.97220665,50.679466
215,433.98294,6.1973877,0.12027824,1.1018431,39.89045
216,650.40826,5.696145,-0.010331382,0.5614439,43.32168
217,617.2108,6.408714,0.10905064,1.1323638,49.648586
218,737.3027,6.575499,0.07100656,1.1505792,42.90603
219,615.7916,6.5020356,0.14235684,0.8912852,33.757103
220,637.3059,7.0281157,0.05903818,1.2088434,47.615067
221,601.279,5.7138042,0.13421871,0.96241105,35.20157
222,668.0097,5.5680504,0.14537528,1.2764885,39.99445
223,631.7635,5.326496,0.15740879,0.98600453,42.646713
224,614.884,6.459624,0.022941474,0.8540506,50.55776
225,512.1383,5.74851,0.076461345,1.2483351,53.924294
226,499.13055,5.5025687,0.18179797,0.9240823,45.369743
227,532.365,7.007621,0.07520696,0.9279046,39.683292
228,583.6285,7.302163,0.11427051,1.0536425,43.964767
229,627.55835,6.7977924,0.02917697,0.73350525,34.10281
230,757.7545,5.851516,0.117960624,0.81789607,37.02738
231,626.11395,6.857174,0.15185232,1.0265282,38.121017
232,559.48096,5.7535787,0.11984892,0.95169276,46.46629
233,599.2376,5.812695,0.08814574,0.89250547,57.53262
234,599.48956,7.623597,0.15676966,1.3073279,36.296078
235,552.4163,5.9865246,0.08048563,1.2251292,40.353867
236,491.85983,6.0968237,0.16192418,0.9881213,45.884842
237,762.3972,7.4237704,0.07576037,1.5683569,32.33593
238,648.407,6.9701915,0.12363227,0.9673265,32.858017
239,586.5776,5.359195,0.11271288,0.91337985,54.687508
240,450.50406,7.0208273,0.022775818,1.7196276,33.769714
241,550.62476,6.2652063,0.125201,1.0078243,32.9338
242,694.2502,6.575174,0.21433589,1.1696619,34.90738
243,599.9338,5.9084535,0.14569482,1.2438679,41.854053
244,612.3983,5.585556,0.119744614,1.214807,58.45393
245,490.51154,5.439205,0.074021935,1.2570369,36.880493
246,596.51385,6.3313727,0.15291625,0.99865955,44.995792
247,572.7478,6.4880066,0.09338271,0.7172114,38.628616
248,643.7186,5.798178,0.09365759,1.0467684,41.665886
249,636.413,4.253229,0.069321,1.1142707,37.761433
250,802.30493,5.5492253,0.10450466,0.64784336,48.95154
251,545.595,6.158196,0.100118965,0.86213565,46.883728
252,604.9936,6.715062,0.09957504,1.2698902,46.419857
253,563.07367,6.181104,0.20893356,1.1893067,33.667637
254,606.31415,5.2064433,0.19234335,1.1292663,32.31186
255,605.5172,6.556523,0.15842134,1.1786288,48.96915
256,617.4104,4.6143594,0.1281595,0.6587005,41.83771
257,661.0229,6.799278,0.13483112,1.2907246,43.04613
258,643.7782,6.029352,0.057356812,0.803255,60.273075
259,627.4852,6.3279223,0.11381896,0.77391744,34.19999
260,676.3851,6.5785494,0.01664764,1.3667407,40.839108
261,650.06836,7.6135635,0.020464998,0.7935472,40.823044
262,688.7357,5.6962543,0.105378106,1.0301018,35.911743
263,721.72943,5.44292,0.06259437,1.3206362,41.550377
264,541.0026,5.1922545,0.15494095,1.1649497,39.79884
265,555.5099,5.7012324,0.08511068,0.92734164,34.261898
266,595.00275,6.8389792,0.07493778,1.1683707,42.912155
267,715.7602,5.9868646,0.103928424,1.083968,31.657597
268,616.8796,5.303715,0.12901147,0.6031517,40.987785
269,593.8902,5.9840693,0.10106645,0.9021086,43.2329
270,596.36676,6.837939,0.14494343,0.61075634,38.51404
271,605.2409,7.053267,0.13481264,1.1424106,33.959503
272,688.62384,4.903963,0.110942304,0.9940907,39.99869
273,742.9721,6.080305,0.14009896,0.90927553,43.116875
274,746.8055,5.941662,0.18418631,0.6056535,38.93804
275,524.42645,5.815024,0.029027719,1.1499949,44.91892
276,645.9715,8.744084,0.009415108,1.3595775,35.31969
277,590.7608,7.358341,0.088753685,1.1474097,41.316574
278,829.11633,5.5598283,0.059223667,1.1767178,42.229023
279,623.0901,6.5343513,0.11568557,0.96969324,42.737362
280,665.06714,6.119864,0.12579586,1.2543709,29.03543
281,535.7041,6.4759154,0.07256039,1.453408,44.358208
282,531.51306,6.1342735,0.21644165,1.1643431,16.820196
283,688.66974,4.703375,0.15081725,1.1830463,34.747314
284,629.12964,8.342516,0.098270796,1.0335618,34.85572
285,574.7037,6.4154844,0.061628606,0.789884,47.281258
286,545.58215,7.601123,0.08034862,0.8247768,36.519817
287,468.08878,7.1155667,0.08131268,0.86774915,36.699673
288,676.9692,6.717262,0.0601741,1.063157,47.831642
289,487.12497,7.7183495,0.04768918,1.0128442,31.98279
290,413.38797,5.2034283,0.1850931,1.0951653,23.96994
291,621.1664,6.859374,0.05452467,1.0976253,34.540752
292,768.30096,7.394977,0.15445966,1.233131,36.327644
293,718.81726,6.3411407,0.12779512,1.0786215,42.324314
294,602.59717,5.857998,0.13375628,0.8754513,34.86926
295,431.39752,7.3484664,0.11944761,1.4863992,41.59934
296,699.1231,6.7300024,0.045501024,1.4936193,53.927383
297,551.5114,6.190861,0.09308375,0.75008655,27.194258
298,497.46848,7.3365917,0.10866877,0.91455317,36.010555
299,556.08887,6.40881,0.1567778,1.0909679,38.897198
300,649.6811,5.274372,0.1152119,0.69986194,52.09912
301,548.1907,5.945218,0.088052936,0.96993697,47.706562
302,658.42596,6.7945037,0.13778956,0.8178215,28.584717
303,873.14465,5.651556,0.09023042,1.1522022,32.85643
304,492.5006,5.633583,0.10019745,0.82309556,40.728867
305,856.76733,5.0914392,0.11452454,1.0801048,36.78135
306,789.55096,6.240227,0.14113791,0.50933856,39.664352
307,562.98816,6.1962867,0.14646593,1.0735365,47.762955
308,680.758,6.7962484,0.027331706,1.2963864,45.19021
309,562.7412,5.230017,0.056772277,0.820702,27.976223
310,734.8489,5.973736,0.13740298,0.8801816,36.932274
311,573.2408,7.197831,0.055077333,1.3204631,50.595196
312,605.3881,5.0957055,0.0053349766,1.1858572,41.729458
313,601.6331,7.119704,0.09514864,1.2375058,27.15131
314,506.85123,5.315682,0.08956218,1.102964,37.96739
315,683.9879,5.791685,0.13718182,1.124495,42.629246
316,738.60565,7.9833803,0.09493351,1.3912259,50.601376
317,575.91693,4.7550044,0.070106976,1.0984297,33.8343
318,646.19403,5.2786617,0.11844719,0.59890544,39.26435
319,779.2203,7.1803827,0.10082651,0.9086315,47.490997
320,587.6017,6.4573464,0.13041098,0.9077618,58.24322
321,568.88525,6.956166,0.1336076,1.0436962,33.073418
322,707.6185,5.805827,0.1373747,0.8082906,38.528877
323,565.8062,5.997957,0.08435397,1.1697611,50.654694
324,618.2357,4.7655206,0.12586558,1.0005866,32.260635
325,738.12195,6.239513,0.079714924,0.821605,41.660366
326,573.3516,7.356866,0.11332803,1.0961324,46.88813
327,475.24384,5.71364,0.16265483,0.8720493,45.0745
328,737.66864,7.5919423,0.20652589,1.3433256,46.190598
329,532.2359,5.0600724,0.065064445,1.0885321,37.54935
330,599.9516,6.4540997,0.09245016,1.3830574,39.692146
331,539.2854,8.812022,0.026188124,1.0847847,48.221264
332,633.2858,3.1030555,0.09352118,1.1589532,40.204113
333,688.9811,4.606714,0.08753837,1.0300938,62.541683
334,603.7689,6.910958,0.12316735,0.8416784,35.258415
335,696.37665,6.094811,0.05691066,1.023387,47.87931
336,633.98254,4.6667542,0.08237482,0.6719384,51.334187
337,649.08124,5.8161864,0.1441796,0.94559276,39.84668
338,598.51215,7.893569,0.093620375,1.4086076,39.686905
339,547.9211,4.472719,0.1308195,1.2727944,46.518154
340,478.1301,5.8065305,0.16397533,1.0732388,29.17165
341,517.8986,7.3848977,0.22199528,0.93931156,47.015583
342,590.6108,7.0701976,0.026471127,1.1143149,54.73893
343,579.97424,8.194119,0.13032027,1.1678051,43.78444
344,626.4103,7.2011175,0.13984942,0.8795677,39.453903
345,804.7735,6.216387,-0.026026245,1.1103042,47.88182
346,656.16736,6.2542896,0.06699211,0.9970372,48.967525
347,693.78625,5.427891,-0.026332688,0.82613856,33.43856
348,598.5484,6.5738873,0.107264794,1.2618164,42.200733
349,633.2389,6.806014,0.11593625,0.95227796,47.832253
350,522.63727,5.0574675,0.101353645,0.7815577,47.401913
351,585.5078,6.623287,0.060139775,0.97064,36.439297
352,701.9937,7.1798434,0.06331895,1.1089735,38.097645
353,836.28516,5.044444,0.062260672,0.85603964,40.4915
354,629.3952,6.7468505,0.088242285,0.71409917,44.826866
355,645.36835,4.7976904,0.055034995,0.76882124,32.531136
356,706.11816,7.3306336,0.118646964,1.6507721,42.329586
357,474.3933,4.4233923,0.1237688,0.797206,44.886414
358,471.83356,6.898506,0.09037103,1.1641905,39.82574
359,559.42554,4.3729987,0.08470526,0.977464,39.453247
360,625.93835,6.6725373,0.16334887,1.1918081,47.847374
361,652.57764,5.5937257,0.06314672,0.97442067,41.661896
362,577.2339,4.900104,0.10984132,0.99272,52.757694
363,718.99445,6.018216,0.089669496,0.9784043,39.83359
364,535.49884,7.2323546,0.0861268,0.9547304,45.302048
365,651.40344,5.713229,0.090231374,0.90362066,40.86232
366,640.7347,5.9871492,0.061065666,0.8634534,54.24271
367,570.1208,5.4648204,0.13514651,1.1451281,47.600296
368,542.661,7.2127194,0.15748443,0.9450446,34.34687
369,472.42715,7.169886,0.046090726,1.0994765,43.44319
370,611.40186,4.9908223,0.11389865,1.3207021,36.12813
371,564.46423,3.978239,0.17955303,1.1793474,51.648678
372,615.1568,6.3092847,0.07423704,0.8966737,29.337112
373,594.2091,6.887758,0.13170376,1.0063258,45.80344
374,532.347,4.7687535,0.18699917,1.105474,28.683979
375,597.56647,5.6543508,0.063284054,0.97015,25.373701
376,695.4184,5.2488327,0.04939136,0.83549154,44.162663
377,724.94244,5.1303115,0.20138925,1.2672561,50.711285
378,664.23303,4.8904915,0.05402889,0.9384124,51.924877
379,743.62024,4.6116214,0.0537747,1.0422499,53.36158
380,663.1683,1.8071156,0.05421096,0.98756737,47.003918
381,733.6511,6.3896685,0.09989151,1.233041,38.256508
382,619.324,6.8407664,0.12184033,0.4715069,45.83579
383,692.87427,5.849303,0.12401678,1.2810733,54.882996
384,692.8078,7.227363,0.08879559,0.59594256,43.392
385,742.5059,6.98967,0.0019704432,1.0088433,38.228214
386,650.3973,6.766728,0.058609053,1.1296015,46.034985
387,683.1584,5.599485,0.20277575,1.3309131,24.412132
388,386.2112,5.0515513,0.10810372,0.8749963,40.480835
389,775.5948,4.658899,0.04512048,0.9464378,31.385033
390,435.29446,6.1553345,0.13673222,1.2391276,45.229836
391,490.6835,5.8633175,0.16400236,1.0672312,29.802715
392,649.3452,4.850977,0.025414068,1.0431924,46.500935
393,582.0412,7.160426,0.111991525,1.4433074,40.55774
394,551.7521,4.608184,0.08401964,1.1121825,49.259407
395,518.0478,7.199432,0.13757509,1.2262429,45.838722
396,687.11383,5.723807,0.07681049,1.0201578,33.399345
397,641.85583,6.3026414,0.08424139,1.2376572,39.615612
398,694.71954,7.7916927,0.09123306,0.9022437,37.367313
399,709.28296,4.28495,0.07618133,0.97123927,42.15322
400,641.0332,4.6096997,0.15445147,1.0928302,46.21994
401,467.4631,6.7842846,0.036939416,0.79239905,52.965607
402,498.60855,5.398922,0.086024374,1.0607154,40.618954
403,632.3227,6.9391193,0.014721247,1.2605245,42.769
404,549.9091,6.2517323,0.07986314,0.5495698,41.826714
405,414.82547,5.117223,0.08652357,1.1298825,42.69199
406,596.10284,6.1319594,0.07233446,1.3750387,30.365488
407,812.68286,5.9331455,0.050347548,1.0069212,48.826935
408,452.59274,5.849891,0.16305324,0.88736284,38.175846
409,590.3035,6.4879737,0.013121056,1.1268283,38.238537
410,487.01764,7.099478,0.21156809,1.1190085,37.571022
411,614.6992,4.540665,0.10720921,1.1309257,37.763554
412,510.8491,6.92183,0.048114337,0.8769359,40.612823
413,694.4934,7.806459,0.1496607,0.9845773,36.260784
414,690.85114,6.9654427,0.11493461,0.97355396,33.699432
415,605.43976,6.056858,0.04449525,0.7344975,36.751446
416,548.1678,5.189275,0.17051663,0.77045244,38.310844
417,636.3005,6.215242,0.044739775,0.6025036,49.062057
418,592.44464,6.5827575,0.046569556,1.4058045,46.592693
419,636.45233,6.574232,0.052397728,1.1938311,45.049572
420,601.23706,5.9356546,0.19737084,1.249582,37.485527
421,714.3848,5.491333,0.048296474,0.96608394,37.174282
422,753.3838,7.4311666,0.100066334,0.94592696,32.44764
423,650.6163,6.0817995,0.17318596,0.9704934,41.99357
424,621.683,6.8044105,0.08301665,1.1422534,52.825935
425,607.36804,7.15178,0.111675605,1.514426,37.45803
426,585.92554,6.5025396,0.10276059,1.1033285,45.47001
427,668.893,6.7369204,0.16699578,1.2621108,34.339325
428,629.41785,5.4848847,0.11803608,0.945861,44.86438
429,734.25964,6.715664,0.10245295,1.5042593,47.137947
430,395.06036,5.9659967,0.116562404,1.0060726,45.158024
431,609.84467,6.7042565,0.14579898,0.97655857,44.604263
432,512.1968,5.9435854,0.06964888,0.9907018,35.905533
433,555.69666,5.732878,0.13205364,1.3664571,37.238464
434,667.4751,7.8538904,0.14891814,1.1365923,27.79349
435,638.0031,7.2727323,0.12451937,0.9485026,52.2056
436,575.0515,7.415822,0.14074698,0.8901,50.370674
437,758.05176,6.1135335,0.20629449,0.8989884,32.159805
438,632.12384,6.905907,0.01902986,1.0015076,31.206352
439,663.03784,6.6331677,0.13158934,0.96659446,53.549377
440,672.2251,5.5768747,0.19656402,1.0649785,24.130209
441,701.9623,6.3659167,0.05850782,0.9994199,55.959724
442,680.89825,6.706594,0.14674506,1.3140473,35.128002
443,680.9127,5.9278164,0.07422676,1.0029422,44.60282
444,631.51636,5.599638,0.12607834,1.0828421,47.875008
445,669.6407,5.7636685,0.0868386,0.9858427,32.7506
446,647.8147,5.889403,0.07144309,0.8516136,28.921043
447,489.67545,6.80537,0.22263959,1.4440463,42.335075
448,544.0482,6.1789026,0.12603688,1.0370302,38.706326
449,757.88464,7.0723658,0.10901416,0.75298864,44.216736
450,692.02545,8.455519,0.15257192,1.4013097,56.360275
451,584.1387,4.9786987,0.1369715,0.9204967,29.111317
452,545.15967,5.435928,0.100249246,1.2629011,45.075733
453,665.95233,6.7317142,0.117726,1.1308,41.248558
454,713.4731,6.6501665,0.11461658,1.2772702,34.06204
455,461.85736,6.5507383,0.08704838,1.2612314,38.53068
456,468.9345,4.2049804,0.088121146,0.8374896,38.75072
457,625.06934,5.7534437,0.03572646,0.85558504,44.348877
458,483.41296,5.246186,0.08823087,1.0718377,35.627224
459,710.79224,6.5739956,0.028747756,1.2490396,46.53706
460,593.06494,6.0779486,0.08966047,1.0854456,44.363743
461,815.39124,7.9176574,0.16430886,1.1097429,27.038897
462,542.3074,7.7441144,0.104985036,0.9734225,35.187386
463,647.6767,6.917268,0.15309332,0.7095774,37.640278
464,696.7337,8.43918,0.15083683,1.538773,46.693256
465,556.84985,5.9795685,0.08211379,1.3183818,47.135292
466,487.79688,6.9414153,0.12116773,1.1065162,48.315407
467,697.9921,7.519283,0.096711025,1.3961457,48.362022
468,668.01697,5.344272,0.035177175,0.8620476,43.76662
469,594.19745,4.0147204,0.042427666,0.73941946,48.68406
470,665.25696,5.827155,0.085448906,1.0846217,47.452312
471,567.6856,5.953807,0.0863562,1.0363864,39.05713
472,777.20276,4.4846354,0.09975632,1.1735791,41.660343
473,677.4835,6.9191685,0.05928214,0.87773526,44.681755
474,601.6271,6.996151,0.14873022,0.98954254,50.815693
