,age,race,sex,priors_count,c_charge_degree,days_served
44,77.289185,0.99447966,0.8625736,9.683406,-0.007352219,2.8160033
45,21.067587,0.58965325,1.000997,0.22256823,0.0053967973,14.133329
46,28.635042,-0.002885881,0.99601674,8.374043,0.9941609,0.4517178
47,38.55919,0.996358,0.9966142,1.8881235,1.0000038,1.2507348
48,26.449034,0.74528676,-0.13262135,0.3486807,0.061399445,1.648807
49,38.2609,0.00032317327,0.9969285,6.1061583,0.00027997713,5.51469
50,35.453865,0.0051882532,0.99885225,1.072021,0.9979317,15.462652
51,79.06441,0.99924284,1.0068882,1.8258028,-0.00023697394,3.0444655
52,30.891802,0.0023043721,0.9875618,0.873259,1.0006448,3.295236
53,27.919188,-0.0152977435,0.9995214,13.028065,0.021976396,1.9288669
54,25.926882,0.70337236,0.99802625,5.279111,0.0010697386,62.720318
55,44.730606,0.0033525794,1.0018424,-0.27146843,0.997901,0.27564567
56,24.89612,1.0020779,0.92957395,0.112662755,0.2195577,1.5118127
57,26.281855,-0.0008185537,0.9999124,22.402851,-0.0015851714,2.4903607
58,48.512093,0.99644613,1.0052685,-0.13837223,-0.00075619,0.64356846
59,31.6802,-0.0005455644,1.0011111,-0.06320027,0.9673297,2.772819
60,43.332115,0.0030155152,0.9984402,1.7267205,0.99810165,2.615087
61,50.198803,1.0011275,0.99630654,2.0531023,0.8015201,1.7238145
62,39.456383,0.0007865398,1.0002303,14.168291,0.7830113,12.576898
63,38.380436,1.0011461,1.0013353,2.0541687,0.0018695138,1.4626718
64,50.514107,0.0004750161,0.98946315,0.8480448,0.99976766,1.4404464
65,26.170698,0.99929845,1.0035287,3.2030396,1.0078441,2.323711
66,50.588474,0.0027965873,0.9988087,5.7184587,0.11983585,4.972729
67,27.48989,-0.002496931,1.0001954,3.4738772,-0.00037144203,24.653849
68,20.979498,-0.005486462,1.0010924,-0.114125766,1.0084682,5.8396688
69,32.39532,-0.0008807511,-0.24790955,10.577957,-0.0067175487,34.94672
70,24.267803,0.001519051,1.0029967,1.8073673,0.2525901,2.3978066
71,47.537106,1.0015408,1.0021044,-0.23810248,0.89860106,1.055718
72,22.079035,-0.0039699706,0.99846596,-0.1443942,0.9974452,1.0669932
73,67.85662,0.012839881,0.99880534,5.6619673,0.99888253,3.341807
74,28.03554,0.98271286,1.0021621,2.7070878,0.2583352,5.5481467
75,34.495193,0.00018569516,0.99897933,1.7449142,0.0008658014,15.139749
76,23.484703,0.9088312,0.8191197,0.59041494,0.0048249206,-0.0468431
77,22.097015,0.24326842,1.0032495,-0.13633828,0.0025836073,0.416964
78,25.818962,0.026575264,1.0132552,1.5041862,1.1239214,14.3623085
79,26.614134,0.0118072005,1.010666,7.7857833,1.0361032,5.567406
80,28.370768,-0.0050960514,1.0020108,3.0239503,0.76613045,106.16563
81,30.80255,-0.009429398,0.9923469,2.2230928,0.009339496,0.94698566
82,26.349937,1.0001223,0.9928601,3.9197218,0.0023583316,-0.09055858
83,47.750446,0.006004986,1.0033008,19.840372,0.9989696,2.2657228
84,23.05666,0.02710044,1.0011622,-0.10036782,-0.00026403446,2.794991
85,27.550173,-0.0061603817,1.0021446,0.0096361255,-0.00025202413,26.014132
86,59.239822,-0.0015497239,0.9996787,10.996546,-0.0005767204,4.9691243
87,37.230633,1.0013657,0.9919239,1.9704609,0.9897585,1.2155051
88,45.454586,0.9928572,1.0011252,0.140377,1.0009129,1.6235633
89,29.268871,0.9971204,0.99816114,2.9915228,0.9965824,1.57371
90,38.28444,-0.00149754,0.9986985,7.2113905,0.0011345885,1.319756
91,31.583778,0.23238048,1.0016749,8.17641,0.012705668,3.9358764
92,27.28629,0.47597027,0.120901935,0.023562869,1.0021672,2.0672746
93,36.819786,-0.0006842644,0.9985097,6.3899937,0.00024242622,-0.43003613
94,28.156628,-0.0033070177,0.9938618,8.680473,0.5431008,8.773514
95,49.763435,0.010976848,1.0004281,-0.024915257,3.8965758e-05,2.5240111
96,52.669994,0.0002517967,1.0006572,18.18134,0.0020105683,1.6674352
97,23.345623,-0.0003539355,0.9993469,0.07377168,0.086056486,1.6643386
98,31.466118,0.0013767747,0.9969608,10.634012,0.006372287,10.884861
99,49.599953,0.99972093,1.0003132,2.872246,0.0017862163,4.79734
100,27.191813,0.003417638,1.000015,6.2788115,0.9868499,-0.006219436
101,28.833889,-0.0019643933,0.9977282,5.6841574,0.00030217986,13.018708
102,29.952196,0.17962593,0.7561148,-0.05081872,0.010721399,0.45136017
103,18.894665,0.002434519,0.9999099,-0.14126901,-9.255189e-05,0.6164183
104,29.118486,-0.0046196613,0.8796476,21.697886,-0.0077261785,7.972312
105,32.869453,0.0029628545,1.0041351,23.4948,0.37681493,3.055225
106,35.944286,0.0046388474,1.0052956,0.14641328,0.31759867,1.4832635
107,46.21112,0.99637944,0.8917126,3.0031424,0.9962019,8.585882
108,36.96921,-0.0001307161,0.9970876,3.0504627,0.9572199,9.436653
109,40.84928,0.021544691,1.0129287,9.217272,1.0970966,4.15787
110,44.291992,0.9856918,-1.2019844,2.8952985,0.22559077,3.2778916
111,51.50753,0.99965256,1.0006114,0.37151453,0.004554971,-0.19154124
112,36.26942,-0.009248051,1.0095289,14.775428,1.0313928,34.077732
113,27.84779,0.0049370197,1.0015743,7.018689,0.00017343384,1.783484
114,36.00978,1.0020012,0.995745,4.8473454,0.0010952196,3.1457925
115,32.956562,1.0042722,0.88407725,0.09547063,0.0039086184,0.6645903
116,29.7044,0.0008532374,0.6630873,0.7193708,0.005478396,2.3104177
117,21.90471,0.0017631917,0.9983748,0.8621945,-0.003406868,1.5969186
118,34.38834,0.0018948583,0.9988877,3.4145174,0.99964523,10.836271
119,32.00305,-0.0016512306,1.0011765,4.845117,0.9996389,2.9028068
120,31.89587,0.0034677654,0.9998353,0.24020214,-0.0013905921,1.4382997
121,35.960503,-0.0050691697,0.996467,6.385759,0.17124741,4.7804465
122,27.964052,-0.0022261173,0.99864733,13.629818,0.0020588182,0.82663196
123,23.658028,0.00762811,0.99767333,5.295307,0.0007105313,42.345795
124,20.418568,0.99801445,1.001381,0.08670064,0.0020860874,2.4659286
125,28.899956,0.0072330204,0.9991655,1.5887579,0.0047691306,2.1254315
126,45.231724,0.9994344,0.9945443,0.42693207,0.99914294,2.4167914
127,22.168045,0.00035077022,0.9980727,0.87077516,0.008151545,2.4564672
128,21.178076,1.0003746,0.3249137,0.89149064,0.00060565694,5.0654235
129,25.689827,0.54332703,0.99890053,3.356503,0.0035743557,7.0589995
130,53.78931,0.99853027,1.000775,0.04054662,0.99780303,8.893895
131,23.65679,0.7222001,1.0021794,2.6669097,0.00094441994,0.5207209
132,60.803364,0.0036225289,1.0032983,1.5526224,1.0121866,2.8614106
133,34.160957,0.837689,0.32434583,0.84918827,0.006841584,1.073751
134,19.812601,-0.0002731414,1.0024592,1.7539151,0.00625123,4.1721396
135,33.924656,-0.00097248267,-0.11881686,0.7535426,0.0011044882,3.0862002
136,31.002323,-0.00042742802,0.9995827,2.2175803,0.0021281384,17.664076
137,20.638641,-0.00015679313,0.9967747,2.6807055,0.00459434,1.8866649
138,31.98292,0.4031672,0.9961616,1.2098916,0.0047091683,0.90018696
139,24.554546,0.1266509,1.0021832,4.695238,-0.0021770156,33.374058
140,26.280605,1.0002158,0.9963032,0.29964158,0.9998545,3.656898
141,19.989964,0.0008660226,0.9966675,-0.12329415,0.0029872202,1.3044715
142,39.9166,1.0011152,0.99782497,5.753429,0.001109942,4.7457128
143,30.579603,1.013592,1.0087472,0.4022269,1.0521202,6.199038
144,42.799767,0.0010553269,1.0006506,1.50464,0.002915337,1.7819133
145,30.204277,-0.0007858605,1.0003327,4.672491,0.00094331725,0.93213314
146,25.2627,1.003428,0.99924594,7.4681606,0.0013916037,0.31328052
147,21.181992,0.9995668,0.99906445,0.40719506,-0.0073099295,0.7874331
148,25.13338,0.99714994,1.0001107,3.8668773,0.31583056,1.2104268
149,29.966574,0.12419781,1.0041425,1.8771912,0.001395329,4.7741923
150,23.041307,0.99702305,0.99486995,2.396799,0.81329393,109.31528
151,46.90785,1.0008072,0.99988085,0.84464353,1.0067126,3.6586757
152,60.261353,-0.015464189,0.9904931,0.52407235,1.0164733,0.64348835
153,29.627363,-0.0022767514,0.9999707,2.5904822,0.9972766,1.8452764
154,23.724987,0.39665148,0.92492676,1.9563129,0.9908791,1.4228234
155,30.72525,0.00078349997,0.5942781,1.5024418,0.99348354,1.3023009
156,50.784397,-0.0020164878,0.9971101,2.2129898,0.003535404,5.6787915
157,34.48816,0.0037163764,0.64230394,0.28463694,0.004395916,1.2382226
158,21.944366,0.0006295412,0.9956297,0.07091876,-0.004645155,4.196816
159,36.5652,0.9989126,0.73669726,3.256356,0.99771255,1.6965508
160,33.97674,0.948791,0.4792231,0.3537626,0.0109372875,3.5253892
161,33.680458,1.0038395,1.0039985,0.017212352,1.0027739,1.5022941
162,74.02818,0.9940157,1.0045899,3.6145875,1.0283444,4.002916
163,20.131186,0.0014501481,0.9846439,1.0758936,0.005875244,1.4690852
164,37.735584,1.0004097,1.0034486,1.5615997,0.0010520957,2.054441
165,43.875324,1.0008814,0.99656117,11.126935,0.0022803985,109.27597
166,47.559013,0.99756896,1.003479,4.118531,0.9995804,8.6178255
167,22.206154,0.48836175,1.0015856,0.5099327,0.4489275,2.2743344
168,34.287853,0.0005759566,1.0017005,16.967916,0.0022286915,4.411857
169,52.284225,-0.0012699993,0.99446166,1.1058452,0.9890395,1.1914325
170,36.095932,0.97771174,0.9936224,14.282834,0.99747074,15.843746
171,34.658554,0.4972536,1.0022937,18.557234,0.08878811,18.123955
172,30.019087,-0.00952411,-0.09552807,0.4713926,0.035655722,21.24228
173,44.684135,0.6754183,0.99937266,-0.38493016,0.9946106,97.416794
174,41.172993,0.011740622,0.010220879,-0.08861188,0.67608845,1.0325799
175,34.528496,0.0030876368,0.99312484,1.1368604,0.0028115653,1.5117307
176,39.0592,0.94146377,1.0078188,0.1305191,0.0030287646,2.3015828
177,30.800978,0.967723,0.9985332,0.2751703,0.0028386258,0.51664585
178,23.50455,0.0029198497,1.0004438,-0.033558883,1.0020614,1.7175822
179,45.39194,0.0012400417,0.887859,6.351763,-0.0005597629,2.682157
180,30.054785,-0.0026156933,-0.13869816,7.9256363,0.99631935,4.30448
181,28.268234,-4.0891897e-05,1.0000489,2.467423,0.0029696368,2.2817245
182,22.158243,0.5902792,0.9938056,1.1881926,0.16486368,1.9461284
183,56.53506,0.0032960146,0.9937449,9.86363,0.6037984,32.075394
184,58.691746,-0.0006085963,0.998673,3.9833477,0.002124145,16.651382
185,35.623394,0.00010493087,0.8772797,3.3137302,0.0024716102,109.64372
186,40.974506,1.0043464,0.5509425,1.3885741,0.0027311884,0.9400849
187,34.7123,0.99648964,1.0053033,0.000677547,0.9951618,1.6225886
188,36.434254,0.011865494,0.69577426,2.832709,0.0066768965,2.200459
189,25.637291,-0.0020835132,0.9989437,-0.18590502,0.755566,1.3514218
190,22.760523,0.9976074,0.99952406,0.24363561,-0.0019469418,1.6286769
191,37.12873,-0.0020663769,0.99869716,0.103737794,0.9978853,1.3924003
192,40.112347,0.97877103,0.9955277,0.20888801,0.0040356657,10.770412
193,48.988186,0.008002576,1.0019673,0.7010023,1.0451248,5.4842944
194,35.672646,0.66281235,1.0035604,3.9503484,0.99828404,0.49250072
195,47.27022,0.7640426,-0.18502098,0.4950368,0.079748556,3.7518878
196,21.545982,0.0023966997,0.999619,0.21983309,-0.0033124543,1.7032561
197,29.06758,0.00062429596,0.99750406,5.4056854,0.0003220878,6.0738235
198,39.73773,-0.0015967222,0.9984215,18.772238,-0.0006193675,1.9907317
199,24.504417,-0.0030945868,0.9993361,2.1286938,0.9954098,4.554854
200,25.016945,1.001348,0.9973157,0.5907764,0.9985817,0.7711958
201,70.63689,0.99778044,0.99726975,2.6101525,0.39722982,2.1226773
202,25.685265,0.0012768178,0.9985851,0.35188863,0.0005692087,2.3785043
203,49.91655,0.006024745,0.99713075,0.4524872,0.37794018,1.516685
204,35.466324,0.9759652,1.0016696,0.25442144,0.5247967,0.8841414
205,27.216373,-4.4199955e-05,0.9975475,3.4429684,0.002049192,0.8962359
206,28.551418,0.99371105,0.99741805,12.713532,0.001684948,91.23148
207,25.007874,-5.1620733e-05,0.832616,14.565209,-8.358139e-05,6.8234744
208,29.795605,0.9915808,0.99441355,0.5424542,0.99534494,4.377566
209,25.4636,0.8050849,0.9954976,0.23707767,0.9979247,1.5589604
210,28.514256,1.0013789,0.95952547,5.172104,-0.0011772075,25.77354
211,35.91683,0.0012796788,0.9988276,7.4445205,1.0000292,4.101526
212,26.763763,0.0052688983,1.0027477,9.743073,0.34322718,5.59821
213,21.244442,0.0028860837,0.9996273,0.04477807,0.6401549,1.7008119
214,22.412727,0.0011131732,0.9979375,0.68993396,-0.0029638566,23.793379
215,40.241776,-0.0056232843,-1.2069671,0.13869925,0.9857162,129.42433
216,40.632793,0.0019548803,0.9944252,9.8034115,0.0009130381,38.77895
217,30.522348,0.0006851225,0.9988569,15.291049,0.00041900497,188.93134
218,26.837729,0.0058770445,0.9970577,1.4926686,0.24793975,2.0430684
219,52.442883,0.9997039,1.0059481,1.1834695,-0.0008695878,1.7332654
220,33.13455,-0.0007382662,0.99386954,-0.034488,0.9914942,1.2838645
221,47.62968,0.003685829,0.9993729,4.4566755,0.0011609338,1.1080146
222,26.307785,0.9990749,0.99744403,0.027095994,0.9580518,15.92937
223,21.41933,0.0002711086,0.9980944,0.57778233,-0.004327939,1.2779651
224,40.53322,0.99907595,1.0074279,2.9307697,-0.0018369117,1.455009
225,23.427711,0.00038224147,0.99603635,8.2372265,-0.00047068376,2.7566257
226,36.21027,0.0037752658,0.9935994,-0.05462507,0.000406637,0.93527454
227,22.75258,0.0024528175,0.99626726,1.1521745,0.0022639178,1.6810889
228,38.2223,1.0005673,0.7310015,1.9551448,0.0003873251,-0.020220328
229,21.537716,-0.00041881515,0.5160824,0.92278236,1.0031166,2.5715575
230,31.446726,1.0013613,0.9932403,-0.07366661,0.996163,10.9421
231,48.139423,0.0012574164,0.9995835,1.8538436,0.0015135846,5.629844
232,62.935234,1.0022994,0.9652277,6.5321226,-0.0018910625,0.119604535
233,28.26559,0.9991548,0.99851394,4.80497,-0.00015352744,0.7763991
234,22.6469,-0.00016564442,0.99752915,1.1909852,-7.958788e-05,1.3851457
235,51.11491,0.0021348267,0.99651545,-0.15096025,0.99221826,0.77516884
236,33.937275,-0.0012212427,0.99685466,9.290484,0.0013131342,0.7531914
237,26.663237,0.0006811886,0.9990158,1.2353516,0.0018477879,9.761278
238,21.711008,0.853913,0.9915743,1.5420221,0.008733525,14.494574
239,41.34123,0.99754804,1.0022172,3.4896755,1.0028476,2.5874724
240,34.99308,0.003642109,0.9984323,4.7243795,0.9985743,1.1953111
241,27.88181,0.002283749,0.9985043,3.8567593,0.0027133964,2.5119128
242,30.097548,0.00024234937,1.0025337,0.027696094,0.008188023,4.0066094
243,25.307009,0.0019364028,1.0005119,0.0017554375,0.0022286617,2.9791007
244,32.430748,0.9985025,0.9958213,2.4182675,0.99902225,4.2526546
245,35.852657,-0.0027228624,1.0008513,11.282738,0.7011992,7.4485354
246,42.299618,0.7149151,0.9988466,1.749523,0.24178417,5.156565
247,24.597876,0.0004901557,0.9979312,0.5172202,0.99668944,1.580379
248,21.121433,1.0013492,1.0005722,0.6611971,-1.992363e-05,3.6891074
249,36.248936,-0.001612577,0.99894786,11.154821,-0.0005686738,1.7157998
250,20.446022,0.9373572,1.0010161,4.49401,1.0047297,18.479424
251,20.997711,-0.0028243095,-0.251598,0.46559045,0.9534471,1.396421
252,28.281775,0.0030310422,0.99828887,-0.09643797,0.6465146,15.0329485
253,21.12632,-0.0022853643,0.996329,1.5797259,1.0054158,1.036531
254,52.8515,0.99782234,0.9972762,2.260341,0.0004960142,16.143448
255,42.7927,0.99607605,0.99623513,0.23612686,0.9997116,1.9304538
256,39.360806,0.00020122217,0.9978274,7.1779985,-0.0006524779,9.950183
257,31.954552,0.0020757287,0.9801118,21.564882,0.0016223035,4.2178226
258,31.349838,0.38221118,0.99721277,-0.0207477,0.43309304,1.3464999
259,67.53395,0.72786295,0.9973528,0.81314653,0.9345751,36.883476
260,28.787844,0.0019771128,0.99777365,0.72386116,0.0031505965,11.401981
261,45.475407,0.8340446,1.0088589,-0.20165782,1.0036788,0.8809046
262,24.491436,0.7533994,1.0008752,8.483404,0.8166542,13.923878
263,25.644464,-0.0003964932,0.99920434,2.5703795,0.0007192634,1.2939801
264,25.78654,-0.0035744638,0.9990902,0.20057602,0.0010727189,18.113638
265,24.115582,0.0046804813,1.0044862,14.901546,0.0093448,56.999413
266,52.497124,0.003947493,0.9994204,14.055285,0.0022030913,11.636154
267,58.20325,0.13577202,0.9982162,1.9010212,-0.0032775558,2.1848989
268,20.483538,-0.009136113,0.99422735,3.347528,0.02027835,-0.7378784
269,42.521782,0.017516758,1.0003467,2.7596066,0.992557,1.497766
270,31.474342,-0.00016954853,0.95495605,1.9657503,0.997562,2.2115417
271,71.417274,0.9980479,0.9958208,3.7765152,-0.0016771116,11.095965
272,27.552036,0.0040694145,0.99809575,-0.06176261,-0.0015049436,0.89586204
273,40.885895,-0.00081044744,0.084670894,2.321645,0.9978918,3.7018409
274,20.900843,0.0016939609,0.9942165,0.061835967,-0.0040771225,2.029016
275,32.471306,0.0010514228,1.0010841,0.8424422,-0.001735703,0.23416658
276,33.46385,0.99811476,1.0080464,0.8942649,0.99412185,1.5055776
277,30.443966,0.99853396,0.9987174,2.6937594,1.0027997,5.9568877
278,30.84247,0.9996511,0.99888444,4.817671,0.99686503,0.49669117
279,51.914566,1.002435,1.0008024,1.3010917,0.0028962635,0.7959456
280,44.221786,-0.000815335,0.999796,15.601807,0.022765324,1.8862767
281,27.703434,0.0021479994,0.996389,2.544601,0.9973912,4.8555856
282,40.08561,0.00031146096,0.99712485,1.2898049,0.98498297,3.343944
283,41.304382,1.0005845,1.0022287,0.43230292,1.0011202,0.66613907
284,48.16592,1.0007403,0.17780328,0.5679485,-0.00043214936,1.6613841
285,35.87171,-0.0017176898,0.99819803,9.49875,0.0006885968,1.4711337
286,22.282764,-0.00081336807,1.0034752,0.06009885,0.059450045,1.8525357
287,32.46133,0.0037822097,0.99822974,7.278077,0.0013869844,103.22432
288,22.12539,-0.019896124,0.8914043,-0.14367871,-8.200187e-05,5.6358476
289,67.65379,0.99765176,1.0143267,3.3734572,-0.0032757379,1.885118
290,27.057632,0.46348202,1.0003643,5.487385,0.001397892,9.594361
291,22.253147,0.00048345016,1.0005916,1.746477,0.5528622,1.3398356
292,52.357742,1.0015502,0.99751765,4.633887,0.98779684,4.906533
293,24.57573,-0.0009448559,0.99943185,1.0469313,0.001846864,0.6023211
294,21.691975,0.15435281,0.49144405,5.876357,1.0003798,5.529801
295,46.20611,0.9999496,0.99891824,2.1059592,0.33560786,3.2173333
296,22.663939,-0.00088349293,0.9974512,0.40550372,0.98893064,1.4673419
297,48.14422,1.0012511,0.9899102,-0.056441344,0.9778201,1.5149093
298,44.704327,0.1377038,0.9993328,1.2642739,0.994415,3.3323445
299,24.76567,1.0009716,0.9983086,7.390379,0.0019779943,3.7577777
300,43.681656,0.117008656,0.31556538,3.4125726,0.0051610908,4.412892
301,25.645643,-0.0009077818,0.99826443,2.7560644,0.001210495,2.3379283
302,36.29798,1.001189,-0.0077388952,7.221193,0.0030295693,4.5173373
303,28.565699,0.0023509532,1.0003783,1.6667725,1.0040554,8.2660675
304,21.237087,-0.00091427873,0.99721473,0.21955104,0.0030255758,1.0745873
305,22.12951,0.0040219394,0.99602413,0.43547484,0.9961547,1.0550141
306,34.306446,1.0033444,1.006433,-0.19786482,0.47670737,1.2655692
307,34.910755,0.0012752978,1.0033875,4.6277237,0.11566971,113.69915
308,28.580324,0.9987369,0.9998056,-0.0042803674,0.0015450261,27.36379
309,28.922316,-0.0010743769,0.9998182,10.755126,1.0011159,1.1091533
310,53.01156,0.99006057,-0.50468004,4.168011,0.9918396,2.1492486
311,38.757126,0.486193,1.0030751,-0.043988027,1.0017362,16.065796
312,28.408327,0.77802026,1.0035222,1.147898,0.0058706244,-0.45970875
313,26.630192,0.03755718,1.0003271,-0.072470225,0.9977962,1.9234958
314,34.240067,4.5268434e-06,0.99984,0.12774797,-0.0011141159,1.888576
315,35.19651,1.0051668,-0.12955034,2.5029452,1.0277537,3.159182
316,57.511795,0.40144327,1.0042278,0.18501611,-0.003242985,45.71409
317,21.70844,0.9975197,1.0028899,0.48796794,-0.0016705253,55.676254
318,31.372974,-0.00055075,0.9995905,1.5927467,0.0015430293,1.6124215
319,37.96346,-0.0004065664,0.9974678,0.07178684,-0.00025566,3.9713464
320,29.237013,0.51825374,0.99965394,0.63885444,0.0065569123,1.0363688
321,30.330849,0.9966537,0.613443,7.221348,-0.0011760154,18.79045
322,56.356884,0.8915293,1.0003759,2.700686,0.0030108236,11.35528
323,34.304962,0.99614054,1.00462,0.43084356,-0.0007499911,3.4144044
324,30.75797,1.000688,0.9968969,0.13012715,3.091913e-05,1.547442
325,23.157278,-0.0010625155,0.92675257,0.4852781,0.9330078,17.32069
326,30.51988,0.0016995637,0.9988498,1.9385201,0.00350438,2.056705
327,45.030617,1.0016193,1.0009826,1.2343464,1.0049043,1.4400134
328,35.216324,0.99708545,0.99200064,-0.25171068,0.9944383,126.92774
329,27.251238,-0.00012627555,1.0002537,1.2149794,-0.00025613685,-0.0077758324
330,38.61667,0.00079878856,0.99813765,2.9405022,-0.00013579505,5.918734
331,29.196741,0.0028439432,0.9973537,19.481487,-0.0019443788,31.612335
332,30.394245,-0.0014520617,0.9957136,1.8751513,0.5930472,1.7093997
333,29.330944,0.02002367,0.9965361,0.7305836,1.0543605,6.358375
334,24.450884,1.000657,0.99938154,3.921098,-0.002706275,0.45766872
335,36.797554,0.18547837,1.0019715,-0.15166502,0.0017828188,0.37431854
336,31.1913,-0.0026014477,1.0003988,8.873867,5.899292e-05,4.5606513
337,21.198008,0.00028660582,1.0016878,0.054242097,-0.0031800128,5.493318
338,54.80328,0.9984057,1.008616,-0.07513002,0.9992627,1.2680097
339,37.8531,-0.0010458858,1.0004975,-0.13285284,0.99488586,0.8561186
340,45.76431,0.0039028495,0.9956998,-0.0034635453,0.0018526457,5.965409
341,63.428616,0.54048866,1.0016477,-0.2037962,0.99398947,75.68285
342,43.347813,0.99506944,1.0033255,2.6173518,0.01166363,112.14403
343,34.83616,0.003890422,0.9962837,16.02592,0.3567804,3.7310042
344,21.728476,0.0011585025,0.9954253,0.72260946,0.0017438374,2.8422313
345,22.08585,0.9990935,0.9998104,2.2678835,-0.0015726843,11.551867
346,24.353777,0.9938932,0.99902743,2.2656333,0.41375357,81.82308
347,21.470158,1.0227442,1.0024629,-0.15140395,1.013376,11.534381
348,35.170544,0.0017740993,0.9990726,4.5566545,0.00063641294,5.9346633
349,36.107018,0.9985159,0.9996622,3.3166854,0.9999414,4.5010743
350,39.296062,1.0010537,1.0029346,3.6039283,0.8195265,26.627228
351,48.362976,0.38378242,1.0015547,0.21188469,3.6521968e-05,2.04452
352,28.990091,1.0003911,1.0014801,0.029857358,0.66411483,0.8464255
353,29.760551,-0.0014267893,0.99737495,5.182972,0.0003037892,1.1310229
354,43.779232,0.00013634251,0.99411577,1.5212644,0.00016461236,1.1253715
355,28.15,-0.0010587604,0.9995063,3.14708,0.0020853125,2.189403
356,61.480934,1.0011137,0.9986076,0.015296421,0.00066761597,1.8443351
357,21.157408,0.07817608,1.0031661,1.8553057,0.5290329,0.9695563
358,25.267857,0.35549247,0.99940526,0.8281936,0.99828327,1.4310813
359,45.533653,-0.0007278354,0.9993245,8.335961,0.0037906014,1.7823281
360,36.399117,-0.00045094205,0.9994006,13.038708,-5.3689662e-05,5.765246
361,22.9308,-0.00047105862,0.12675095,8.021547,0.26945874,3.9917846
362,25.791288,0.998506,0.9994948,9.437409,0.0019718253,0.78128284
363,63.49538,0.9993565,1.0024643,2.4921553,1.0031284,1.1120429
364,21.89499,1.0003134,0.99885464,4.005813,0.0039458713,1.656755
365,50.738907,0.0036942333,0.99690163,19.437992,0.0050260266,3.9202113
366,22.319954,0.13272688,-1.075436,1.9479145,0.98705024,2.4440122
367,24.173344,-4.375292e-05,1.0016624,-0.01001791,0.000301554,34.343758
368,24.531162,-0.001030478,1.0006161,3.0880532,1.0025189,1.7383332
